"","Group.1","score","facility_a","facility_c","facility_i","facility_n","pe_descrip","coords.x1","coords.x2"
"1114","FA0252816",92.4,"10502 ARTESIA BLVD STE A","BELLFLOWER","FA0252816","CALIS PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.109921,33.872885
"1115","FA0140146",98.575,"111 RAGING WATERS DR","SAN DIMAS","FA0140146","RAGING WATERS","RESTAURANT (0-30) SEATS MODERATE RISK",-117.807721,34.092983
"1116","FA0044223",96.55,"24255 PACIFIC COAST HWY","MALIBU","FA0044223","PEPPERDINE UNIVERSITY/ MAIN CAFETERIA","RESTAURANT (151 + ) SEATS HIGH RISK",-118.704447,34.034699
"1117","FA0158609",93.2,"141 N ATLANTIC BLVD STE 113","MONTEREY PARK","FA0158609","THAI PARADISE RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.134272,34.063516
"1118","FA0138919",89,"3101 E GARVEY AVE N","WEST COVINA","FA0138919","MUSCLE  BAR","RESTAURANT (0-30) SEATS LOW RISK",-117.879105,34.072403
"1119","FA0021116",93,"5935 E SOUTH ST","LAKEWOOD","FA0021116","EL POLLO LOCO #3421","RESTAURANT (31-60) SEATS HIGH RISK",-118.115986,33.858278
"1120","FA0057883",97.5,"15944 PACIFIC COAST HWY","PACIFIC PALISADES","FA0057883","BEACH SIDE CAFE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.536647,34.036186
"1121","FA0034881",97.8333333333333,"4206 BEVERLY BLVD","LOS ANGELES","FA0034881","SUBWAY #23753","RESTAURANT (0-30) SEATS MODERATE RISK",-118.300757,34.076274
"1122","FA0164923",89.75,"621 S WESTERN AVE #G03","LOS ANGELES","FA0164923","H MART LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK",-118.309093,34.062743
"1123","FA0224507",97.7142857142857,"530 S CITRUS AVE # 7","AZUSA","FA0224507","LA CURRA'S BAKERY #1","RESTAURANT (0-30) SEATS HIGH RISK",-117.890215,34.113332
"1124","FA0013683",96.2,"22935 PACIFIC COAST HWY","MALIBU","FA0013683","FISH GRILL","RESTAURANT (0-30) SEATS HIGH RISK",-118.675694,34.037969
"1125","FA0179213",93,"662 W ARROW HWY","SAN DIMAS","FA0179213","LAS PALMAS MEXICAN SEAFOOD","RESTAURANT (31-60) SEATS HIGH RISK",-117.818705,34.10532
"1126","FA0248209",94,"1442 2ND ST","SANTA MONICA","FA0248209","NORTH ITALIA","RESTAURANT (151 + ) SEATS HIGH RISK",-118.495952,34.013934
"1127","FA0018680",93.375,"820 S INDIAN HILL BLVD","CLAREMONT","FA0018680","DENNY'S RESTAURANT","RESTAURANT (151 + ) SEATS HIGH RISK",-117.719219,34.080837
"1128","FA0166903",96.4,"3395 POMONA BLVD","POMONA","FA0166903","CARL'S JR.","RESTAURANT (61-150) SEATS MODERATE RISK",-117.809963,34.047811
"1129","FA0011523",89,"848 E AVENUE K","LANCASTER","FA0011523","DONA BLANCA","RESTAURANT (0-30) SEATS HIGH RISK",-118.113082,34.674919
"1130","FA0000968",94.8,"1717 SILVERLAKE BLVD","LOS ANGELES","FA0000968","DREAMS","RESTAURANT (151 + ) SEATS MODERATE RISK",-118.268037,34.089798
"1131","FA0241966",95.375,"690 E HOLT AVE","POMONA","FA0241966","CARDENAS MARKETS #16","RESTAURANT (0-30) SEATS MODERATE RISK",-117.737745,34.062705
"1132","FA0221476",93.5,"1000 GAYLEY AVE","LOS ANGELES","FA0221476","ROCCO'S TAVERN","RESTAURANT (61-150) SEATS HIGH RISK",-118.447852,34.061807
"1133","FA0007665",95.6666666666667,"20105 SATICOY ST","WINNETKA","FA0007665","CARL'S JR #7383","RESTAURANT (61-150) SEATS MODERATE RISK",-118.571902,34.20834
"1134","FA0222089",97.6666666666667,"860 W FOOTHILL BLVD","MONROVIA","FA0222089","STARBUCKS #28507","RESTAURANT (31-60) SEATS LOW RISK",-118.018293,34.151139
"1135","FA0035062",93.4285714285714,"1779 WESTWOOD BLVD STE #A","LOS ANGELES","FA0035062","SUNNIN BAKERY","RESTAURANT (0-30) SEATS HIGH RISK",-118.437665,34.050495
"1136","FA0042530",92.5714285714286,"10910 LINDBROOK DR","LOS ANGELES","FA0042530","NOAH'S NEW YORK BAGELS #2154","RESTAURANT (0-30) SEATS MODERATE RISK",-118.445097,34.059503
"1137","FA0031076",93.1666666666667,"6660 W SUNSET BLVD STE C","LOS ANGELES","FA0031076","RORO'S CHICKEN","RESTAURANT (0-30) SEATS HIGH RISK",-118.335802,34.097979
"1138","FA0047952",97.5,"18850 SOLEDAD CANYON RD","SANTA CLARITA","FA0047952","MCDONALD'S # 1533","RESTAURANT (31-60) SEATS MODERATE RISK",-118.464401,34.415749
"1139","FA0160843",95,"16212 PARAMOUNT BLVD","PARAMOUNT","FA0160843","MAYA TERIYAKI","RESTAURANT (0-30) SEATS HIGH RISK",-118.159973,33.8873
"1140","FA0046531",93.7142857142857,"5257 HOLLYWOOD BLVD","LOS ANGELES","FA0046531","RUEN PAIR THAI CUISINE","RESTAURANT (31-60) SEATS HIGH RISK",-118.305447,34.101743
"1141","FA0049311",91.3333333333333,"11628 SANTA MONICA BLVD # 6","LOS ANGELES","FA0049311","STAR BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.454503,34.044457
"1142","FA0256134",97,"5788 N LINDERO CANYON RD","WESTLAKE VILLAGE","FA0256134","WENDY'S #76820","RESTAURANT (61-150) SEATS MODERATE RISK",-118.79487,34.155886
"1143","FA0074449",94.5714285714286,"7319 S GREENLEAF AVE","WHITTIER","FA0074449","ZUMAYA'S","RESTAURANT (31-60) SEATS HIGH RISK",-118.037358,33.974887
"1144","FA0244313",93.625,"1355 E COLORADO ST","GLENDALE","FA0244313","THAI TOUCH RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.235092,34.142736
"1145","FA0256951",89.7777777777778,"2117 SAWTELLE BLVD","LOS ANGELES","FA0256951","TASTY NOODLE HOUSE","RESTAURANT (31-60) SEATS HIGH RISK",-118.442109,34.039179
"1146","FA0009532",95.8,"812 N VERMONT AVE","LOS ANGELES","FA0009532","BIG MAMA'S & PAPA'S PIZZERIA","RESTAURANT (31-60) SEATS MODERATE RISK",-118.291723,34.086061
"1147","FA0043206",95.4,"39403 W 10TH ST W","PALMDALE","FA0043206","PANERA BREAD","RESTAURANT (61-150) SEATS HIGH RISK",-118.147761,34.598806
"1148","FA0179244",96.6,"2950 E 4TH ST","LOS ANGELES","FA0179244","LA SURENITA BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.203699,34.037012
"1149","FA0051648",89.125,"16601 S WESTERN AVE","GARDENA","FA0051648","THE PAN","RESTAURANT (31-60) SEATS HIGH RISK",-118.309143,33.879907
"1150","FA0003202",93.7142857142857,"16441 S PIONEER BLVD STE #JS","NORWALK","FA0003202","3 AMIGOS TACOS","RESTAURANT (61-150) SEATS HIGH RISK",-118.082375,33.881412
"1151","FA0054635",98.4666666666667,"19821 RINALDI ST","PORTER RANCH","FA0054635","WAL-MART #2526","RESTAURANT (0-30) SEATS MODERATE RISK",-118.56636,34.275052
"1152","FA0025455",92.625,"8708 W PICO BLVD","LOS ANGELES","FA0025455","GLATT MART","RESTAURANT (0-30) SEATS HIGH RISK",-118.382002,34.054437
"1153","FA0158520",96.2857142857143,"50 RIO RANCHO RD","POMONA","FA0158520","IHOP #3468","RESTAURANT (151 + ) SEATS HIGH RISK",-117.760424,34.02914
"1154","FA0225327",91.4,"1600 W SLAUSON AVE # I31","LOS ANGELES","FA0225327","KRISPY KRUNCHY CHICKEN #4605","RESTAURANT (0-30) SEATS MODERATE RISK",-118.305471,33.989142
"1155","FA0179024",92.75,"809 PLAZA DR","WEST COVINA","FA0179024","GENGIS KHAN","RESTAURANT (0-30) SEATS HIGH RISK",-117.936676,34.070506
"1156","FA0255237",94.7142857142857,"204 MAIN ST","EL SEGUNDO","FA0255237","BREWPORT TAPHOUSE","RESTAURANT (61-150) SEATS HIGH RISK",-118.415934,33.918053
"1157","FA0022807",92.125,"1049 SAN FERNANDO RD","SAN FERNANDO","FA0022807","LOS TRES HERMANOS RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.441603,34.282851
"1158","FA0051776",93.6,"1820 S CATALINA AVE","REDONDO BEACH","FA0051776","THE COFFEE CARTEL","RESTAURANT (0-30) SEATS MODERATE RISK",-118.387445,33.816941
"1159","FA0033397",95,"9820 W WASHINGTON BLVD","CULVER CITY","FA0033397","KIRK DOUGLAS THEATRE CONCESS","RESTAURANT (0-30) SEATS LOW RISK",-118.397173,34.02186
"1160","FA0156776",96.8888888888889,"6124 ATLANTIC BLVD","MAYWOOD","FA0156776","RAMIREZ RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.186265,33.982657
"1161","FA0057392",95,"15615 VENTURA BLVD # A","ENCINO","FA0057392","AMECI PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.473992,34.155068
"1162","FA0243556",96.625,"1036 W GLADSTONE ST","SAN DIMAS","FA0243556","WABA GRILL SAN DIMAS","RESTAURANT (0-30) SEATS HIGH RISK",-117.827153,34.113865
"1163","FA0041801",93,"1888 1/2 S PACIFIC COAST HWY","REDONDO BEACH","FA0041801","YUM THAI BISTRO","RESTAURANT (31-60) SEATS HIGH RISK",-118.377427,33.816086
"1164","FA0012594",95.5555555555556,"8100 CALIFORNIA AVE #I","SOUTH GATE","FA0012594","EL PREDREGOSO MEXICAN FOOD","RESTAURANT (0-30) SEATS HIGH RISK",-118.204817,33.962576
"1165","FA0036753",94.1428571428571,"3500 N BROADWAY","LOS ANGELES","FA0036753","LITTLE RODEO RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.203702,34.073816
"1166","FA0037221",91.5,"8386 BEVERLY BLVD","LOS ANGELES","FA0037221","MANDARETTE","RESTAURANT (61-150) SEATS HIGH RISK",-118.373004,34.076043
"1167","FA0008960",93.375,"4414 S AVALON BLVD","LOS ANGELES","FA0008960","CHINESS EXPRESS","RESTAURANT (31-60) SEATS HIGH RISK",-118.265239,34.003371
"1168","FA0041743",96,"3335 S FIGUEROA ST STE K","LOS ANGELES","FA0041743","YOGURTLAND USC GATEWAY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.279419,34.022826
"1169","FA0066596",91.6,"111 E MAIN ST","ALHAMBRA","FA0066596","ONE & ONE BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.125484,34.095888
"1170","FA0179012",97.7777777777778,"18417 SOLEDAD CANYON RD","SANTA CLARITA","FA0179012","TOPPERS PIZZA PLACE","RESTAURANT (61-150) SEATS HIGH RISK",-118.455157,34.416539
"1171","FA0027153",93,"1569 S FAIRWAY DR 126B&","WALNUT","FA0027153","OO TORO","RESTAURANT (61-150) SEATS HIGH RISK",-117.870251,33.988245
"1172","FA0239922",93.875,"9243 WINNETKA AVE # B","CHATSWORTH","FA0239922","FINA ESTAMPA","RESTAURANT (0-30) SEATS HIGH RISK",-118.57107,34.238595
"1173","FA0050826",93,"12920 S ATLANTIC AVE","COMPTON","FA0050826","TACO EL UNICO","RESTAURANT (31-60) SEATS HIGH RISK",-118.194003,33.904212
"1174","FA0176107",92.375,"9125 IMPERIAL HWY # C","DOWNEY","FA0176107","ROYAL FOOD EXPRESS","RESTAURANT (0-30) SEATS HIGH RISK",-118.133507,33.91709
"1175","FA0059832",89.8333333333333,"1101 S PRAIRIE AVE","INGLEWOOD","FA0059832","CHU'S GARDEN CHINESE RESTAUR","RESTAURANT (61-150) SEATS HIGH RISK",-118.343929,33.948921
"1176","FA0054438",97.3333333333333,"24160 LYONS AVE","NEWHALL","FA0054438","VONS MARKET #2111","RESTAURANT (0-30) SEATS HIGH RISK",-118.557516,34.378744
"1177","FA0027448",92.5714285714286,"200 E FOOTHILL BLVD","ARCADIA","FA0027448","PACOS MEXICAN RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.025157,34.15106
"1178","FA0041838",92,"21406 NORDHOFF ST","CHATSWORTH","FA0041838","MR PIZZA & KABOB","RESTAURANT (0-30) SEATS HIGH RISK",-118.597683,34.235452
"1179","FA0050683",92.8333333333333,"5833 TEMPLE CITY BLVD","TEMPLE CITY","FA0050683","T W BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.060737,34.105837
"1180","FA0012130",92,"11233 E WASHINGTON BLVD","WHITTIER","FA0012130","EL ATACOR #4","RESTAURANT (0-30) SEATS HIGH RISK",-118.071518,33.972016
"1181","FA0165750",91.6666666666667,"21701 DEVONSHIRE ST UNIT A","CHATSWORTH","FA0165750","PHO SAIGON 1","RESTAURANT (61-150) SEATS HIGH RISK",-118.602009,34.257233
"1182","FA0223877",94,"1710 S CATALINA AVE","REDONDO BEACH","FA0223877","REBEL REPUBLIC SOCIAL HOUSE","RESTAURANT (61-150) SEATS HIGH RISK",-118.388099,33.818094
"1183","FA0030494",94.5714285714286,"21630 VENTURA BLVD","WOODLAND HILLS","FA0030494","RESTAURANT TATSUKI","RESTAURANT (0-30) SEATS HIGH RISK",-118.600592,34.16827
"1184","FA0062521",92.4285714285714,"3003 W OLYMPIC BLVD STE #107","LOS ANGELES","FA0062521","GAM JA GOL","RESTAURANT (31-60) SEATS HIGH RISK",-118.300538,34.052625
"1185","FA0240868",93.4285714285714,"175 N INDIAN HILL BLVD # B101A","CLAREMONT","FA0240868","POKE DOT","RESTAURANT (31-60) SEATS HIGH RISK",-117.719301,34.095437
"1186","FA0248968",90.125,"3054 W 8TH ST UNIT 101-3","LOS ANGELES","FA0248968","CHIMAC STAR","RESTAURANT (61-150) SEATS HIGH RISK",-118.293244,34.05774
"1187","FA0029053",90.875,"12743 VENTURA BLVD","STUDIO CITY","FA0029053","PREMIER RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.411126,34.14474
"1188","FA0069828",91,"4329 LANKERSHIM BLVD","NORTH HOLLYWOOD","FA0069828","ROYAL CURRY CAFE","RESTAURANT (0-30) SEATS HIGH RISK",-118.364933,34.148849
"1189","FA0071897",90.5714285714286,"7603 VINELAND AVE","SUN VALLEY","FA0071897","TAQUERIA LA FONDA","RESTAURANT (0-30) SEATS HIGH RISK",-118.370322,34.208492
"1190","FA0049721",96.8,"13120 S DOWNEY AVE","PARAMOUNT","FA0049721","SUPER A FOODS","RESTAURANT (0-30) SEATS HIGH RISK",-118.151988,33.914536
"1191","FA0244812",96.4,"2232 D ST","LA VERNE","FA0244812","CACTUS COFFEE","RESTAURANT (0-30) SEATS MODERATE RISK",-117.770353,34.100073
"1192","FA0223035",92.4285714285714,"8480 W 3RD ST","LOS ANGELES","FA0223035","THE PHOENIX","RESTAURANT (61-150) SEATS HIGH RISK",-118.375794,34.073302
"1193","FA0009434",92.5,"5825 ALLSTON ST","LOS ANGELES","FA0009434","CLUB LA CASCADA","RESTAURANT (0-30) SEATS LOW RISK",-118.145566,34.014091
"1194","FA0031385",94.5714285714286,"602 S MYRTLE AVE","MONROVIA","FA0031385","RUDY'S MEXICAN FOOD RESTAURA","RESTAURANT (151 + ) SEATS HIGH RISK",-118.000929,34.145888
"1195","FA0174695",93.8181818181818,"345 E MAIN ST","ALHAMBRA","FA0174695","99 RANCH MARKET #38","RESTAURANT (0-30) SEATS HIGH RISK",-118.123255,34.096893
"1196","FA0241907",94.7142857142857,"8771 W PICO BLVD","LOS ANGELES","FA0241907","FOUNDERS ALE HOUSE","RESTAURANT (31-60) SEATS HIGH RISK",-118.383457,34.054715
"1197","FA0024936",97.6363636363636,"10201 RESEDA BLVD","NORTHRIDGE","FA0024936","GALLERIA MARKET","RESTAURANT (0-30) SEATS LOW RISK",-118.536098,34.256036
"1198","FA0036501",90.25,"736 N FRIES AVE","WILMINGTON","FA0036501","LITTLE CAESARS #5899","RESTAURANT (0-30) SEATS MODERATE RISK",-118.265022,33.779538
"1199","FA0029768",93.2,"13561 E WHITTIER BLVD","WHITTIER","FA0029768","JACK IN THE BOX #3221","RESTAURANT (31-60) SEATS MODERATE RISK",-118.030156,33.961683
"1200","FA0067899",93.8333333333333,"582 N LONE HILL AVE","SAN DIMAS","FA0067899","OLIVE GARDEN #4407","RESTAURANT (151 + ) SEATS HIGH RISK",-117.828846,34.11256
"1201","FA0009109",95.2,"44410 VALLEY CENTAL WAY","LANCASTER","FA0009109","CHUCK E CHEESE'S #49","RESTAURANT (151 + ) SEATS MODERATE RISK",-118.172151,34.690189
"1202","FA0247758",95.8,"1111 GLENDALE GALLERIA","GLENDALE","FA0247758","AUNTIE ANNE'S & CINNABON","RESTAURANT (0-30) SEATS MODERATE RISK",-118.259238,34.146816
"1203","FA0230681",96.8333333333333,"24180 LYONS AVE # B","NEWHALL","FA0230681","WINGSTOP","RESTAURANT (0-30) SEATS MODERATE RISK",-118.557677,34.378735
"1204","FA0045211",96.9230769230769,"25 E ALAMEDA AVE","BURBANK","FA0045211","RALPHS MARKET #193","RESTAURANT (0-30) SEATS MODERATE RISK",-118.301078,34.173373
"1205","FA0044297",96.1666666666667,"6462 LAUREL CANYON BLVD","NORTH HOLLYWOOD","FA0044297","PLAZA CAR WASH SNACK BAR","RESTAURANT (0-30) SEATS MODERATE RISK",-118.396456,34.188154
"1206","FA0049120",92.4,"19030 LA PUENTE RD","WEST COVINA","FA0049120","SUBWAY","RESTAURANT (0-30) SEATS MODERATE RISK",-117.886323,34.01014
"1207","FA0044843",90.8571428571429,"301 N GARFIELD AVE STE G","MONTEREY PARK","FA0044843","QINGDAO BREAD FOOD","RESTAURANT (0-30) SEATS HIGH RISK",-118.122858,34.065281
"1208","FA0027538",96,"1882 S PACIFIC COAST HWY","REDONDO BEACH","FA0027538","HANDELS HOMEMADE ICE CREAM","RESTAURANT (0-30) SEATS LOW RISK",-118.377948,33.816153
"1209","FA0242572",94.1111111111111,"4809 MELROSE AVE","LOS ANGELES","FA0242572","EL ZARAPE MELROSE","RESTAURANT (31-60) SEATS HIGH RISK",-118.30546,34.083527
"1210","FA0066363",94.8571428571429,"11148 ATLANTIC AVE","LYNWOOD","FA0066363","MARCO MEAT CO. RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.185304,33.926196
"1211","FA0159126",95.125,"760 S PACIFIC COAST HWY","EL SEGUNDO","FA0159126","KIKKA","RESTAURANT (0-30) SEATS HIGH RISK",-118.395873,33.906582
"1212","FA0045425",95.7857142857143,"901 VIA SAN CLEMENTE","MONTEBELLO","FA0045425","QUIET CANNON","RESTAURANT (61-150) SEATS HIGH RISK",-118.131855,34.027897
"1213","FA0223669",86.8333333333333,"11 W MAIN ST","ALHAMBRA","FA0223669","JASMINE HOUSE","RESTAURANT (31-60) SEATS HIGH RISK",-118.127141,34.095018
"1214","FA0165507",96.375,"6033 ATLANTIC BLVD UNIT 2&3","MAYWOOD","FA0165507","LOS CABOS THE PUPUSA HOUSE","RESTAURANT (31-60) SEATS HIGH RISK",-118.186015,33.98431
"1215","FA0156560",94.5,"6022 AVION DR","LOS ANGELES","FA0156560","NATURAL BREAK","RESTAURANT (0-30) SEATS MODERATE RISK",-118.389258,33.943869
"1216","FA0071679",98.4,"5958 LANKERSHIM BLVD","NORTH HOLLYWOOD","FA0071679","TACO BELL #86","RESTAURANT (31-60) SEATS MODERATE RISK",-118.38317,34.179033
"1217","FA0159333",96.2857142857143,"1408 E HUNTINGTON DR","DUARTE","FA0159333","LAS PALMAS MEXICAN FOOD","RESTAURANT (0-30) SEATS HIGH RISK",-117.975187,34.139568
"1218","FA0068871",92.6666666666667,"7368 STEWART & GRAY RD","DOWNEY","FA0068871","PONCE BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.154442,33.940375
"1219","FA0009091",92.7,"16100 LAKEWOOD BLVD","BELLFLOWER","FA0009091","SUPERIOR GROCERS #140","RESTAURANT (0-30) SEATS HIGH RISK",-118.142586,33.888005
"1220","FA0012897",96.4285714285714,"2135 W SUNSET BLVD","LOS ANGELES","FA0012897","ELF CAFE","RESTAURANT (0-30) SEATS HIGH RISK",-118.264225,34.077476
"1221","FA0138772",94.4,"18918 NORWALK BLVD","ARTESIA","FA0138772","BURGER KING # 13869","RESTAURANT (151 + ) SEATS MODERATE RISK",-118.072326,33.85922
"1222","FA0018430",91.2,"801 E SPRING ST","SIGNAL HILL","FA0018430","JACK IN THE BOX #5409","RESTAURANT (31-60) SEATS MODERATE RISK",-118.182507,33.81164
"1223","FA0176985",94.2857142857143,"521 W MAIN ST","ALHAMBRA","FA0176985","SAGE BISTRO","RESTAURANT (31-60) SEATS HIGH RISK",-118.132611,34.092449
"1224","FA0167268",95.3333333333333,"108 FOOTHILL BLVD","MONROVIA","FA0167268","BLAZE PIZZA #1023","RESTAURANT (61-150) SEATS MODERATE RISK",-118.000656,34.15136
"1225","FA0046337",96.3333333333333,"4135 E GAGE AVE","BELL","FA0046337","RICCO'S PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.192701,33.978623
"1226","FA0046764",93.5,"3202 E GAGE AVE","HUNTINGTON PARK","FA0046764","YAYAS BURGERS","RESTAURANT (0-30) SEATS HIGH RISK",-118.210247,33.980513
"1227","FA0024368",95.5744680851064,"3400 S FIGUEROA ST","LOS ANGELES","FA0024368","USC GALEN CENTER","RESTAURANT (0-30) SEATS MODERATE RISK",-118.280035,34.021859
"1228","FA0061163",93.2222222222222,"7873 S WESTERN AVE","LOS ANGELES","FA0061163","D'S ORIGINAL TAKE OUT GRILL","RESTAURANT (0-30) SEATS HIGH RISK",-118.308999,33.967465
"1229","FA0062772",95,"21830 RECREATION RD","CARSON","FA0062772","GO KART WORLD/PIT STOP","RESTAURANT (0-30) SEATS MODERATE RISK",-118.252949,33.829271
"1230","FA0046825",90.6,"4400 1/2 S AVALON BLVD","LOS ANGELES","FA0046825","SAMMYS GOODIES DONUT","RESTAURANT (0-30) SEATS MODERATE RISK",-118.265239,34.003317
"1231","FA0028176",97.1666666666667,"15555 ROSCOE BLVD","NORTH HILLS","FA0028176","HF BOECKMANN","RESTAURANT (61-150) SEATS MODERATE RISK",-118.471737,34.221399
"1232","FA0137538",90.8333333333333,"3744 W 6TH ST","LOS ANGELES","FA0137538","AHGASSI GOPCHANG","RESTAURANT (61-150) SEATS HIGH RISK",-118.304039,34.063554
"1233","FA0064882",95.625,"11920 VENTURA BLVD","STUDIO CITY","FA0064882","KIWAMI","RESTAURANT (31-60) SEATS HIGH RISK",-118.391471,34.142993
"1234","FA0054581",94.7777777777778,"18739 VENTURA BLVD","TARZANA","FA0054581","WABA TERIYAKI","RESTAURANT (0-30) SEATS HIGH RISK",-118.541988,34.171191
"1235","FA0040691",92.2,"1224 BEVERWIL DR","LOS ANGELES","FA0040691","MR C BEVERLY HILLS","RESTAURANT (61-150) SEATS HIGH RISK",-118.399103,34.055273
"1236","FA0021498",92.5714285714286,"830 W AVENUE L STE 139","LANCASTER","FA0021498","EL TOREO L-10","RESTAURANT (61-150) SEATS HIGH RISK",-118.147063,34.660273
"1237","FA0019430",95.6666666666667,"1611 W HOLT AVE","POMONA","FA0019430","DONUT PLUS","RESTAURANT (0-30) SEATS MODERATE RISK",-117.777306,34.061703
"1238","FA0249603",94,"2700 COLORADO BLVD","LOS ANGELES","FA0249603","GRILL CITY - PREP KITCHEN","RESTAURANT (0-30) SEATS HIGH RISK",-118.224659,34.142756
"1239","FA0003308",91.6666666666667,"701 S ATLANTIC BLVD","ALHAMBRA","FA0003308","ALHAMBRA DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.134542,34.083882
"1240","FA0156592",93.5,"15121 S WESTERN AVE","GARDENA","FA0156592","DONNA'S COCKTAILS","RESTAURANT (31-60) SEATS MODERATE RISK",-118.309143,33.893989
"1241","FA0163740",95,"612 1/2 SHATTO PL","LOS ANGELES","FA0163740","CAFE MAK BAKERY","RESTAURANT (31-60) SEATS MODERATE RISK",-118.28991,34.063187
"1242","FA0255951",95.125,"9350 CORBIN AVE","NORTHRIDGE","FA0255951","LAS DUNAS PERUVIAN CUISINE","RESTAURANT (61-150) SEATS HIGH RISK",-118.562326,34.24053
"1243","FA0017782",90.5,"500 S ATLANTIC BLVD","LOS ANGELES","FA0017782","DADDY'S DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.155337,34.026848
"1244","FA0019178",93.875,"6655 VAN NUYS BLVD","VAN NUYS","FA0019178","JONS INTERNATIONAL MARKET","RESTAURANT (0-30) SEATS HIGH RISK",-118.448725,34.192239
"1245","FA0047738",95.6666666666667,"25845 RAILROAD AVE STE #14","SANTA CLARITA","FA0047738","SIAM RICE 11","RESTAURANT (31-60) SEATS HIGH RISK",-118.540584,34.410926
"1246","FA0251685",92.75,"7277 VALJEAN AVE","VAN NUYS","FA0251685","AIRTEL PLAZA HOTEL","RESTAURANT (151 + ) SEATS HIGH RISK",-118.485916,34.201991
"1247","FA0034240",97,"2215 WESTWOOD BLVD","LOS ANGELES","FA0034240","STARBUCKS COFFEE #5565","RESTAURANT (0-30) SEATS LOW RISK",-118.431307,34.043397
"1248","FA0171560",93,"2825 W OLIVE AVE","BURBANK","FA0171560","LOS AMIGOS","RESTAURANT (61-150) SEATS HIGH RISK",-118.332584,34.158258
"1249","FA0137741",92.1666666666667,"23000 PACIFIC COAST HWY BLDG C","MALIBU","FA0137741","MALIBU FARM CAFE","RESTAURANT (31-60) SEATS HIGH RISK",-118.676062,34.037826
"1250","FA0056621",96.375,"1931 W BADILLO ST","WEST COVINA","FA0056621","3.99 PIZZA CO #2","RESTAURANT (61-150) SEATS HIGH RISK",-117.944826,34.087283
"1251","FA0163652",91.5,"3100 E IMPERIAL HWY # 3007","LYNWOOD","FA0163652","RINCONCITO POBLANO","RESTAURANT (0-30) SEATS HIGH RISK",-118.215008,33.930337
"1252","FA0031295",91.5,"550 DEEP VALLEY DR STE 155","ROLLING HILLS ESTATES","FA0031295","RUBIO'S FRESH MEXICAN GRILL #132","RESTAURANT (61-150) SEATS HIGH RISK",-118.374651,33.772619
"1253","FA0014798",95,"6117 RESEDA BLVD STE B&C","RESEDA","FA0014798","GARDEN WOH","RESTAURANT (31-60) SEATS HIGH RISK",-118.536027,34.181296
"1254","FA0255613",93.7142857142857,"15983 YARNELL AVE","SYLMAR","FA0255613","ANNIE'S SWEET OVEN","RESTAURANT (0-30) SEATS MODERATE RISK",-118.47908,34.322023
"1255","FA0167667",88.75,"1918 E NADEAU ST","LOS ANGELES","FA0167667","RUDY'S BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.238288,33.967394
"1256","FA0251328",89.2222222222222,"239 N BRAND BLVD","GLENDALE","FA0251328","CRAZY ROCK'N SUSHI","RESTAURANT (61-150) SEATS HIGH RISK",-118.255096,34.148776
"1257","FA0255752",96.8571428571429,"1328 WILSHIRE BLVD","SANTA MONICA","FA0255752","BOBA TEA & ME","RESTAURANT (0-30) SEATS MODERATE RISK",-118.489178,34.026528
"1258","FA0159259",93.4444444444444,"9013 SLAUSON AVE","PICO RIVERA","FA0159259","ALBERT'S MEXICAN FOOD","RESTAURANT (0-30) SEATS HIGH RISK",-118.104411,33.970866
"1259","FA0059653",90.125,"2222 SEPULVEDA BLVD","TORRANCE","FA0059653","CHILE VERDE","RESTAURANT (31-60) SEATS HIGH RISK",-118.32039,33.820233
"1260","FA0063697",90.6,"2437 PACIFIC COAST HWY","LOMITA","FA0063697","HOT 'N TOT","RESTAURANT (61-150) SEATS HIGH RISK",-118.326888,33.789551
"1261","FA0065069",93.8571428571429,"4030 GAGE AVE","BELL","FA0065069","LA CASITA MEXICANA","RESTAURANT (61-150) SEATS HIGH RISK",-118.195082,33.978892
