"","Group.1","score","facility_a","facility_c","facility_i","facility_n","pe_descrip","coords.x1","coords.x2"
"14851","FA0151560",90.8,"919 FOOTHILL AVE","LA VERNE","FA0151560","MR D'S DINER","RESTAURANT (61-150) SEATS HIGH RISK",-117.788517,34.121178
"14852","FA0137932",93.8888888888889,"102 CARUSO AVE","GLENDALE","FA0137932","NORDSTROM","RESTAURANT (151 + ) SEATS HIGH RISK",-118.255976,34.143554
"14853","FA0021954",94,"33 E VALLEY BLVD STE 209","ALHAMBRA","FA0021954","ENERATION","RESTAURANT (61-150) SEATS LOW RISK",-118.122479,34.078655
"14854","FA0137484",94,"5019 W HOLLYWOOD BLVD","LOS ANGELES","FA0137484","PAPILLON INTERNATIONAL BAKERY","RESTAURANT (0-30) SEATS HIGH RISK",-118.299042,34.10176
"14855","FA0176883",94.75,"732 W RANCHO VISTA BLVD","PALMDALE","FA0176883","CHICK-FIL-A AT PALMDALE FSU","RESTAURANT (61-150) SEATS MODERATE RISK",-118.144812,34.601742
"14856","FA0072188",95,"801 W 7TH ST","LOS ANGELES","FA0072188","THE COFFEE BEAN & TEA LEAF","RESTAURANT (31-60) SEATS LOW RISK",-118.25896,34.048822
"14857","FA0068662",97.1111111111111,"14834 MAGNOLIA BLVD","SHERMAN OAKS","FA0068662","PICO PICA RICO","RESTAURANT (0-30) SEATS HIGH RISK",-118.456389,34.164857
"14858","FA0037525",94.1428571428571,"17585 CASTLETON ST","ROWLAND HEIGHTS","FA0037525","THE OLIVE GARDEN #1016","RESTAURANT (151 + ) SEATS HIGH RISK",-117.920598,33.994423
"14859","FA0039161",95.7142857142857,"1132 GLENDALE GALLERIA","GLENDALE","FA0039161","MASSIS KABOB","RESTAURANT (0-30) SEATS HIGH RISK",-118.259237,34.146767
"14860","FA0023695",92,"220 S ATLANTIC BLVD","MONTEREY PARK","FA0023695","MARIE CALLENDER'S PIES #81","RESTAURANT (151 + ) SEATS HIGH RISK",-118.133779,34.060969
"14861","FA0052481",94.125,"9504 SEPULVEDA BLVD","NORTH HILLS","FA0052481","LOS TRES HERMANOS","RESTAURANT (0-30) SEATS HIGH RISK",-118.46738,34.243268
"14862","FA0051529",89.8333333333333,"20157 S PIONEER BLVD","LAKEWOOD","FA0051529","THE LOFT HAWAIIAN RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.082066,33.846389
"14863","FA0018778",93.5,"24631 CRENSHAW BLVD STE #M","TORRANCE","FA0018778","JERSEY MIKE'S SUBS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.328052,33.801811
"14864","FA0060732",91.6,"3705 S ROBERTSON BLVD","CULVER CITY","FA0060732","DEL TACO #622","RESTAURANT (31-60) SEATS MODERATE RISK",-118.390093,34.027996
"14865","FA0072404",90.75,"877 S FIGUEROA ST","LOS ANGELES","FA0072404","THE ORIGINAL PANTRY CAFE","RESTAURANT (151 + ) SEATS HIGH RISK",-118.262526,34.046485
"14866","FA0046168",93.5,"1919 W VERDUGO BLVD","LA CANADA FLINTRIDGE","FA0046168","REGAL ENTERTAINMENT GROUP","RESTAURANT (0-30) SEATS LOW RISK",-118.219235,34.205172
"14867","FA0257522",86.2,"608 AMERICANA WAY","GLENDALE","FA0257522","HONEYBOBA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.255258,34.143561
"14868","FA0039322",89.7142857142857,"18353 VANOWEN ST # G","RESEDA","FA0039322","MIGNON BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.53269,34.193864
"14869","FA0222462",91.375,"4210 BEVERLY BLVD","LOS ANGELES","FA0222462","AMALIA'S RESTAURANT","RESTAURANT (61-150) SEATS HIGH RISK",-118.300877,34.076274
"14870","FA0257982",88.5714285714286,"1580 CENTINELA AVE # 6","INGLEWOOD","FA0257982","FRESH ETHIOPIAN RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.36639,33.976977
"14871","FA0039380",92.6,"3880 W PACIFIC COAST HWY","TORRANCE","FA0039380","MCDONALD'S #1120","RESTAURANT (61-150) SEATS MODERATE RISK",-118.354102,33.80617
"14872","FA0017427",92.8888888888889,"1739 N VERMONT AVE","LOS ANGELES","FA0017427","PUBLIC HOUSE, BOLA, ELECTRIC LOTUS","RESTAURANT (61-150) SEATS HIGH RISK",-118.291776,34.10279
"14873","FA0047336",95.7142857142857,"21514 VICTORY BLVD","WOODLAND HILLS","FA0047336","SENOR GRANDES","RESTAURANT (31-60) SEATS HIGH RISK",-118.599751,34.188052
"14874","FA0061537",95.1428571428571,"503 S ALVARADO ST","LOS ANGELES","FA0061537","EL POLLO LOCO #5301","RESTAURANT (61-150) SEATS HIGH RISK",-118.274241,34.060499
"14875","FA0165192",96.8333333333333,"3000 WINONA AVE","BURBANK","FA0165192","SODEXO @ CRANE AEROSPACE","RESTAURANT (31-60) SEATS HIGH RISK",-118.343369,34.199264
"14876","FA0024314",94.6666666666667,"2457 LINCOLN BLVD","VENICE","FA0024314","MCDONALD'S #5534","RESTAURANT (61-150) SEATS MODERATE RISK",-118.451094,33.99325
"14877","FA0055665",86.5,"9618 W PICO BLVD STE 509","LOS ANGELES","FA0055665","YEN SUSHI & SAKE BAR","RESTAURANT (61-150) SEATS HIGH RISK",-118.398235,34.05511
"14878","FA0023241",93.5714285714286,"1245 E HOLT AVE","POMONA","FA0023241","MACHO POLLO","RESTAURANT (0-30) SEATS HIGH RISK",-117.725505,34.063004
"14879","FA0054080",92.875,"13131 CROSSROADS PKWY S STE A","LA PUENTE","FA0054080","WABA GRILL","RESTAURANT (31-60) SEATS HIGH RISK",-118.015629,34.02783
"14880","FA0020342",93.8,"14354 VENTURA BLVD","SHERMAN OAKS","FA0020342","K'S DONUT EMPORIUM","RESTAURANT (0-30) SEATS MODERATE RISK",-118.445567,34.150413
"14881","FA0027010",95.5714285714286,"1741 N VICTORY PL","BURBANK","FA0027010","OLIVE GARDEN # 1570","RESTAURANT (151 + ) SEATS HIGH RISK",-118.328339,34.191365
"14882","FA0256628",95,"24244 LYONS AVE","NEWHALL","FA0256628","TUTTI FRUTTI FROZEN YOGURT","RESTAURANT (0-30) SEATS LOW RISK",-118.559259,34.378644
"14883","FA0024527",93.5,"6747 RESEDA BLVD","RESEDA","FA0024527","MELODY'S MEXICAN KITCHEN","RESTAURANT (31-60) SEATS HIGH RISK",-118.536042,34.193324
"14884","FA0226180",97.5,"11331 THIENES AVE","SOUTH EL MONTE","FA0226180","MENCHIE'S #659","RESTAURANT (0-30) SEATS MODERATE RISK",-118.032039,34.042383
"14885","FA0060024",92.8,"306 N AZUSA AVE # #167","COVINA","FA0060024","COCO'S #167","RESTAURANT (61-150) SEATS HIGH RISK",-117.907717,34.087906
"14886","FA0221401",93,"3981 W 6TH ST","LOS ANGELES","FA0221401","JAM","RESTAURANT (31-60) SEATS HIGH RISK",-118.310036,34.063516
"14887","FA0257582",93.8571428571429,"111 N RURAL DR","MONTEREY PARK","FA0257582","HIRONORI RAMEN FACTORY","RESTAURANT (0-30) SEATS HIGH RISK",-118.114095,34.063083
"14888","FA0066337",91.3333333333333,"10962 VENTURA BLVD","STUDIO CITY","FA0066337","MANTEE","RESTAURANT (31-60) SEATS HIGH RISK",-118.369512,34.140194
"14889","FA0223882",96.6666666666667,"617 TORRANCE BLVD","REDONDO BEACH","FA0223882","REDONDO CAR WASH-COFFEE SHOP","RESTAURANT (0-30) SEATS LOW RISK",-118.380713,33.837642
"14890","FA0224543",92.1666666666667,"205 S VERMONT AVE","LOS ANGELES","FA0224543","MIA JEE TANDOORI LLC","RESTAURANT (31-60) SEATS HIGH RISK",-118.291677,34.069964
"14891","FA0049826",96.6,"1813 N CAHUENGA BLVD","LOS ANGELES","FA0049826","SUBWAY #50477","RESTAURANT (0-30) SEATS MODERATE RISK",-118.329945,34.104409
"14892","FA0011346",94.6,"14600 VALLEY BLVD","LA PUENTE","FA0011346","BURGER KING # 4405","RESTAURANT (61-150) SEATS MODERATE RISK",-117.974342,34.034511
"14893","FA0259397",91.4,"15408 NORDHOFF ST","NORTH HILLS","FA0259397","BEST DONUTS AND ICE CREAM","RESTAURANT (0-30) SEATS MODERATE RISK",-118.468221,34.235535
"14894","FA0043065",98.375,"14445 BURBANK BLVD","VAN NUYS","FA0043065","PANDA EXPRESS # 1419","RESTAURANT (31-60) SEATS HIGH RISK",-118.44791,34.172115
"14895","FA0016252",94.8571428571429,"347 E 2ND ST","LOS ANGELES","FA0016252","HAMASUSHI","RESTAURANT (0-30) SEATS HIGH RISK",-118.240556,34.048515
"14896","FA0006673",96.2,"1623 E CESAR E CHAVEZ AVE","LOS ANGELES","FA0006673","ANGELICA'S BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.218063,34.051397
"14897","FA0038313",96.6,"6431 FALLBROOK AVE","WEST HILLS","FA0038313","MCDONALD'S #30233","RESTAURANT (31-60) SEATS MODERATE RISK",-118.623354,34.187637
"14898","FA0164552",95.75,"6530 LANKERSHIM BLVD STE H","NORTH HOLLYWOOD","FA0164552","NOHO SHAWARMA HOUSE","RESTAURANT (0-30) SEATS HIGH RISK",-118.387783,34.189347
"14899","FA0178943",93.3333333333333,"9922 ATLANTIC AVE","SOUTH GATE","FA0178943","WINCHELLL'S DONUTS #9891","RESTAURANT (0-30) SEATS MODERATE RISK",-118.18155,33.941186
"14900","FA0160897",91.8333333333333,"10 WASHINGTON BLVD","MARINA DEL REY","FA0160897","VENICE WHALER","RESTAURANT (151 + ) SEATS HIGH RISK",-118.466555,33.979228
"14901","FA0049175",97,"10821 ZELZAH AVE","GRANADA HILLS","FA0049175","SPROUTS FARMERS MARKET #223","RESTAURANT (0-30) SEATS HIGH RISK",-118.523432,34.267186
"14902","FA0048536",93.5,"2100 S AZUSA AVE","WEST COVINA","FA0048536","STADIUM CLUB","RESTAURANT (151 + ) SEATS HIGH RISK",-117.912725,34.040145
"14903","FA0073339",90.6,"209 WINDWARD AVE","VENICE","FA0073339","VENICE CUCINA","RESTAURANT (31-60) SEATS HIGH RISK",-118.470748,33.988346
"14904","FA0069632",90.5,"08050 W 3RD ST","LOS ANGELES","FA0069632","ROBATA JINYA","RESTAURANT (61-150) SEATS HIGH RISK",-118.365538,34.072078
"14905","FA0013291",95.25,"6200 EASTERN AVE STE J","BELL GARDENS","FA0013291","CARNITAS MICHOACANAS","RESTAURANT (31-60) SEATS HIGH RISK",-118.163256,33.97777
"14906","FA0243631",95,"11301 OLYMPIC BLVD # 125","LOS ANGELES","FA0243631","ARTELICE PATISSERIE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.441766,34.037893
"14907","FA0061432",92.5555555555556,"7231 S WESTERN AVE","LOS ANGELES","FA0061432","EL GUANAQUITO","RESTAURANT (0-30) SEATS HIGH RISK",-118.308967,33.973783
"14908","FA0011771",93,"16060 VENTURA BLVD STE #103","ENCINO","FA0011771","CACTUS MEXICAN GRILL","RESTAURANT (0-30) SEATS HIGH RISK",-118.483138,34.156295
"14909","FA0025192",93.5,"5877 FRANKLIN AVE","LOS ANGELES","FA0025192","GELSON'S MARKET","RESTAURANT (0-30) SEATS HIGH RISK",-118.317519,34.105266
"14910","FA0031911",91.4,"331 W 6TH ST","SAN PEDRO","FA0031911","SAN PEDRO BREWING CO","RESTAURANT (61-150) SEATS HIGH RISK",-118.284224,33.738747
"14911","FA0050813",96.8333333333333,"12900 VANOWEN ST","NORTH HOLLYWOOD","FA0050813","TACO BELL","RESTAURANT (0-30) SEATS MODERATE RISK",-118.414111,34.193944
"14912","FA0239405",89,"6118 RESEDA BLVD","TARZANA","FA0239405","MILLANOS FLAME PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.536026,34.181182
"14913","FA0222665",97.6666666666667,"20790 NORDHOFF ST # 3","CHATSWORTH","FA0222665","YOGURTLAND","RESTAURANT (0-30) SEATS MODERATE RISK",-118.586833,34.235461
"14914","FA0180134",94.2222222222222,"25860 MCBEAN PKWY","VALENCIA","FA0180134","DINKS DELI & BAGEL","RESTAURANT (61-150) SEATS HIGH RISK",-118.551659,34.402815
"14915","FA0045762",90.4,"1019 OCEAN FRONT WALK","VENICE","FA0045762","REYS PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.476037,33.989579
"14916","FA0028199",96.5,"24255 PACIFIC COAST HWY","MALIBU","FA0028199","PEPPEREDINE UNIVERSITY/ BASEBALL CONCESS","RESTAURANT (0-30) SEATS LOW RISK",-118.704447,34.034699
"14917","FA0241724",98.8333333333333,"4754 COMMONS WAY","CALABASAS","FA0241724","AFC @ RALPHS # 205","RESTAURANT (0-30) SEATS HIGH RISK",-118.644784,34.154161
"14918","FA0059199",95.5,"5151 STATE UNIVERSITY DR","LOS ANGELES","FA0059199","CARL'S JR","RESTAURANT (31-60) SEATS MODERATE RISK",-118.171566,34.062324
"14919","FA0049975",95.4,"23101 SHERMAN PL","WEST HILLS","FA0049975","SUBWAY SANDWICHES","RESTAURANT (0-30) SEATS MODERATE RISK",-118.629851,34.200993
"14920","FA0043959",93.875,"19751 RINALDI ST","PORTER RANCH","FA0043959","PICK UP STIX 7309","RESTAURANT (0-30) SEATS HIGH RISK",-118.563508,34.274893
"14921","FA0251711",95.1428571428571,"5611 N FIGUEROA ST STE 4","LOS ANGELES","FA0251711","COOK BOOK LOSANGELES","RESTAURANT (0-30) SEATS HIGH RISK",-118.193622,34.109192
"14922","FA0258275",98,"1149 N GOWER ST","LOS ANGELES","FA0258275","RAIGOSA CAFE","RESTAURANT (0-30) SEATS LOW RISK",-118.322273,34.092104
"14923","FA0052611",90.375,"10218 PARAMOUNT BLVD","DOWNEY","FA0052611","TROPICANA BAKERY  & CAFE.","RESTAURANT (61-150) SEATS HIGH RISK",-118.130413,33.953029
"14924","FA0002776",90.8,"1301 MANHATTAN AVE","HERMOSA BEACH","FA0002776","ABIGAILE","RESTAURANT (151 + ) SEATS HIGH RISK",-118.399295,33.863312
"14925","FA0019069",92.5714285714286,"4017 SEPULVEDA BLVD","CULVER CITY","FA0019069","JOHNNIES","RESTAURANT (61-150) SEATS HIGH RISK",-118.413567,34.008227
"14926","FA0052806",85.6,"555 E ALONDRA BLVD","GARDENA","FA0052806","TOM'S SUPER BURGER","RESTAURANT (61-150) SEATS HIGH RISK",-118.265782,33.886075
"14927","FA0024298",95.1666666666667,"500 N CENTRAL AVE","GLENDALE","FA0024298","MCDONALD'S #6310","RESTAURANT (151 + ) SEATS MODERATE RISK",-118.257969,34.153433
"14928","FA0250239",98,"1101 MCKINLEY AVE BLD 4","POMONA","FA0250239","OLDE TYME ICE CREAM","RESTAURANT (0-30) SEATS MODERATE RISK",-117.767075,34.081195
"14929","FA0177016",86.8,"1290 S LA BREA AVE","LOS ANGELES","FA0177016","MAGEE'S DONUT","RESTAURANT (0-30) SEATS MODERATE RISK",-118.344214,34.050504
"14930","FA0250495",88.125,"870 E ARROW HWY","COVINA","FA0250495","STAR-BUFFET","RESTAURANT (151 + ) SEATS HIGH RISK",-117.906809,34.106732
"14931","FA0245635",91.375,"7980 SUNSET BLVD","LOS ANGELES","FA0245635","TACOSWAY","RESTAURANT (0-30) SEATS HIGH RISK",-118.364181,34.098018
"14932","FA0259525",92.5714285714286,"4201 BEVERLY BLVD","LOS ANGELES","FA0259525","CHINATOWN EXPRESS #1","RESTAURANT (0-30) SEATS HIGH RISK",-118.300413,34.076275
"14933","FA0171529",88.6,"135 E LOMITA BLVD","CARSON","FA0171529","ANGELO BAKERY","RESTAURANT (0-30) SEATS HIGH RISK",-118.274266,33.798714
"14934","FA0167750",94.5,"3970 SEPULVEDA BLVD","CULVER CITY","FA0167750","PAPA JOHN'S PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.414343,34.009298
"14935","FA0247805",93.5555555555556,"12008 LAKEWOOD BLVD","DOWNEY","FA0247805","PHILLY'S BEST","RESTAURANT (31-60) SEATS HIGH RISK",-118.129981,33.927254
"14936","FA0245637",98,"4705 TORRANCE BLVD","TORRANCE","FA0245637","ACE SUSHI @ VONS","RESTAURANT (0-30) SEATS HIGH RISK",-118.363341,33.837582
"14937","FA0248676",91.6666666666667,"1565 HOLT AVE # 1","POMONA","FA0248676","PANADERIA CORTEZ","RESTAURANT (0-30) SEATS HIGH RISK",-117.776024,34.061737
"14938","FA0059202",95.6,"11509 LAUREL CANYON BLVD","MISSION HILLS","FA0059202","CARL'S JR #213","RESTAURANT (31-60) SEATS MODERATE RISK",-118.453798,34.279163
"14939","FA0225495",92.7142857142857,"15333 CRENSHAW BLVD","GARDENA","FA0225495","LA VILLA MEXICAN RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.326528,33.891436
"14940","FA0244721",93,"4161 TWEEDY BLVD","SOUTH GATE","FA0244721","LUCKY BOBA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.198483,33.943427
"14941","FA0023533",84.8333333333333,"21828 S MAIN ST","CARSON","FA0023533","MANILA SUNRISE","RESTAURANT (31-60) SEATS HIGH RISK",-118.277416,33.829642
"14942","FA0158349",95.5,"3701 W SUNSET BLVD","LOS ANGELES","FA0158349","EL CONDOR","RESTAURANT (61-150) SEATS HIGH RISK",-118.277741,34.090497
"14943","FA0030767",93.8571428571429,"2302 N GAREY AVE","POMONA","FA0030767","JOHNY'S FAMOUS HAMBURGERS","RESTAURANT (31-60) SEATS HIGH RISK",-117.749043,34.090406
"14944","FA0242510",98.2857142857143,"13215 PARAMOUNT BLVD","SOUTH GATE","FA0242510","VELMA'S CAFE","RESTAURANT (0-30) SEATS HIGH RISK",-118.158552,33.915098
"14945","FA0175408",95.3333333333333,"5610 PACIFIC BLVD # 104","HUNTINGTON PARK","FA0175408","35 DEGREES","RESTAURANT (0-30) SEATS MODERATE RISK",-118.225227,33.991618
"14946","FA0009664",97.2,"12182 VENTURA BLVD","STUDIO CITY","FA0009664","BIG SUGAR BAKESHOP","RESTAURANT (0-30) SEATS MODERATE RISK",-118.398007,34.143321
"14947","FA0036151",97.375,"5720 IMPERIAL HWY STE #Q","SOUTH GATE","FA0036151","TACOS EL NEGRO","RESTAURANT (31-60) SEATS HIGH RISK",-118.168909,33.929956
"14948","FA0036036",93.3333333333333,"2006 COLORADO BLVD","LOS ANGELES","FA0036036","TACO SPOT","RESTAURANT (31-60) SEATS HIGH RISK",-118.21093,34.139131
"14949","FA0175792",95.25,"38750 TRADE CENTER DR # L","PALMDALE","FA0175792","GEZZINY'S TAKE AND BAKE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.14308,34.586772
"14950","FA0165754",94.1666666666667,"12417 BURBANK BLVD # A","VALLEY VILLAGE","FA0165754","NAPOLI KOSHER PIZZA","RESTAURANT (0-30) SEATS MODERATE RISK",-118.40377,34.172152
"14951","FA0249151",94.8571428571429,"13348 RAMONA BLVD","BALDWIN PARK","FA0249151","CASA JIMENEZ RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-117.981839,34.08134
"14952","FA0052695",91.5714285714286,"2050 SAWTELLE BLVD","LOS ANGELES","FA0052695","TSUJITA LA ARTISAN NOODLE AN","RESTAURANT (0-30) SEATS HIGH RISK",-118.442955,34.040159
"14953","FA0165477",94.375,"14522 VANOWEN ST","VAN NUYS","FA0165477","EL POLLO SONORA","RESTAURANT (31-60) SEATS HIGH RISK",-118.449743,34.193926
"14954","FA0011476",89.5,"3110 SANTA MONICA BLVD","SANTA MONICA","FA0011476","BUSBY'S","RESTAURANT (61-150) SEATS HIGH RISK",-118.469316,34.037324
"14955","FA0016357",94.75,"1 W VALLEY BLVD","ALHAMBRA","FA0016357","THE HAT","RESTAURANT (0-30) SEATS HIGH RISK",-118.123302,34.078612
"14956","FA0022946",92.3333333333333,"11338 SOUTH ST","CERRITOS","FA0022946","LUCILLE'S SMOKEHOUSE BARBQUE","RESTAURANT (151 + ) SEATS HIGH RISK",-118.092207,33.858328
"14957","FA0027457",95.2,"175 W FOOTHILL BLVD","POMONA","FA0027457","WIENERSCHNITZEL","RESTAURANT (0-30) SEATS MODERATE RISK",-117.750475,34.108527
"14958","FA0008029",90.7142857142857,"14010 VENTURA BLVD","SHERMAN OAKS","FA0008029","BAMBOO CUISINE","RESTAURANT (61-150) SEATS HIGH RISK",-118.437677,34.149099
"14959","FA0244532",91.2857142857143,"3407 W 6TH ST STE 110","LOS ANGELES","FA0244532","RENDEN HOLDINGS INC","RESTAURANT (0-30) SEATS HIGH RISK",-118.295984,34.063583
"14960","FA0012330",94.2857142857143,"9566 E GARVEY AVE","SOUTH EL MONTE","FA0012330","EL MERCADO DEL PUEBLO","RESTAURANT (0-30) SEATS HIGH RISK",-118.060652,34.06271
"14961","FA0045953",90.6666666666667,"10057 RIVERSIDE DR","NORTH HOLLYWOOD","FA0045953","RED DOOR/ RIVERSIDE","RESTAURANT (61-150) SEATS HIGH RISK",-118.350197,34.152207
"14962","FA0068715",96,"6323 E FLORENCE AVE","BELL GARDENS","FA0068715","PIONEER CHICKEN","RESTAURANT (31-60) SEATS MODERATE RISK",-118.152128,33.965798
"14963","FA0005376",95,"6047 E OLYMPIC BLVD","LOS ANGELES","FA0005376","BETTY'S PASTA HOUSE","RESTAURANT (151 + ) SEATS LOW RISK",-118.142476,34.013221
"14964","FA0249644",92,"10244 RESEDA BLVD","NORTHRIDGE","FA0249644","SPUDNUTS DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.536101,34.256743
"14965","FA0175772",92.8333333333333,"1066 N HACIENDA BLVD","LA PUENTE","FA0175772","VILLA CARINO","RESTAURANT (31-60) SEATS HIGH RISK",-117.9497,34.039133
"14966","FA0034671",96.4,"6365 PACIFIC BLVD","HUNTINGTON PARK","FA0034671","LA MONARCA BAKERY","RESTAURANT (0-30) SEATS MODERATE RISK",-118.22525,33.981892
"14967","FA0036104",92.875,"18521 SOLEDAD CANYON RD","CANYON COUNTRY","FA0036104","LOVE SUSHI","RESTAURANT (0-30) SEATS HIGH RISK",-118.456528,34.416504
"14968","FA0226229",91.7142857142857,"6361 WILSHIRE BLVD","LOS ANGELES","FA0226229","JERSEY MIKE'S SUBS","RESTAURANT (0-30) SEATS HIGH RISK",-118.367327,34.06363
"14969","FA0028203",95.75,"151 N GRAND AVE","COVINA","FA0028203","PEP'S SUB & PIZZA SHACK","RESTAURANT (31-60) SEATS MODERATE RISK",-117.872604,34.087214
"14970","FA0026019",92.125,"12801 S NORMANDIE AVE","GARDENA","FA0026019","GOLDEN BOWL #18","RESTAURANT (0-30) SEATS HIGH RISK",-118.300398,33.91624
"14971","FA0063726",94.8,"2451 E WASHINGTON BLVD","PASADENA","FA0063726","HOUSE OF COOKIES","RESTAURANT (0-30) SEATS MODERATE RISK",-118.099932,34.169134
"14972","FA0258553",94.75,"36 MALAGA COVE PLZ # 105","PALOS VERDES ESTATES","FA0258553","THE COVE CAFE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.389212,33.79998
"14973","FA0257955",93.6,"16260 PARAMOUNT BLVD # B","PARAMOUNT","FA0257955","LA MICHOACANA PREMIUM","RESTAURANT (0-30) SEATS MODERATE RISK",-118.159968,33.885916
"14974","FA0036859",93.3333333333333,"10311 HAWTHORNE BLVD","INGLEWOOD","FA0036859","THAI PLATE RESTAURANT","RESTAURANT (31-60) SEATS HIGH RISK",-118.352725,33.942396
"14975","FA0222577",91.4615384615385,"3084 MOTOR AVE","LOS ANGELES","FA0222577","GRIFFIN CLUB LOS ANGELES","RESTAURANT (0-30) SEATS MODERATE RISK",-118.41039,34.03433
"14976","FA0005239",95.5714285714286,"929 S VICTORY BLVD","BURBANK","FA0005239","ALAMEDA MARKET & DELI","RESTAURANT (0-30) SEATS HIGH RISK",-118.308333,34.16708
"14977","FA0249828",94.5,"10959 FIRESTONE BLVD","NORWALK","FA0249828","VS DONUTS CROISSANTS, INC.","RESTAURANT (0-30) SEATS MODERATE RISK",-118.100002,33.922587
"14978","FA0058032",93.3636363636364,"1037 BROXTON AVE","LOS ANGELES","FA0058032","BARNEY'S BEANERY","RESTAURANT (151 + ) SEATS HIGH RISK",-118.446481,34.06181
"14979","FA0171495",98.6666666666667,"12333 W OLYMPIC BLVD","LOS ANGELES","FA0171495","BILGEWATER BREW CAFE","RESTAURANT (0-30) SEATS LOW RISK",-118.457466,34.031709
"14980","FA0057421",87.2857142857143,"19105 PIONEER BLVD","ARTESIA","FA0057421","AMERICAN RANCH & SEAFOOD MKT","RESTAURANT (61-150) SEATS HIGH RISK",-118.082133,33.857894
"14981","FA0039549",96.2,"10699 S ATLANTIC AVE","LYNWOOD","FA0039549","MISS DONUTS AND COFFEE","RESTAURANT (0-30) SEATS MODERATE RISK",-118.182405,33.933928
"14982","FA0177851",96.1428571428571,"5722 MELROSE AVE","LOS ANGELES","FA0177851","KALI DINING","RESTAURANT (61-150) SEATS HIGH RISK",-118.324463,34.083493
"14983","FA0163092",94.2857142857143,"7755 SEPULVEDA BLVD","VAN NUYS","FA0163092","CHIOS PERUVIAN GRILL","RESTAURANT (61-150) SEATS HIGH RISK",-118.466207,34.211823
"14984","FA0032302",88,"725 S HILL ST","LOS ANGELES","FA0032302","KIKU TERIYAKI RESTAURANT","RESTAURANT (0-30) SEATS HIGH RISK",-118.254981,34.045349
"14985","FA0258365",93.6666666666667,"2140 S FREMONT AVE","ALHAMBRA","FA0258365","KING'S DONUTS DELI","RESTAURANT (0-30) SEATS MODERATE RISK",-118.149632,34.068153
"14986","FA0017824",95.75,"1997 HYPERION AVE","LOS ANGELES","FA0017824","HYPERION AVE TAVERN","RESTAURANT (0-30) SEATS MODERATE RISK",-118.274692,34.098105
"14987","FA0036297",94.6,"404 S FIGUEROA ST LVL E","LOS ANGELES","FA0036297","TAKE 5","RESTAURANT (31-60) SEATS MODERATE RISK",-118.256362,34.053089
"14988","FA0047408",92.8888888888889,"125 N 6TH ST","MONTEBELLO","FA0047408","SALVATORE'S","RESTAURANT (61-150) SEATS HIGH RISK",-118.105822,34.010434
"14989","FA0001155",96.4,"13018 W WASHINGTON BLVD","LOS ANGELES","FA0001155","FRATERNAL ORDER OF EAGLES","RESTAURANT (61-150) SEATS MODERATE RISK",-118.440131,33.994291
"14990","FA0008408",91.875,"8528 S ROSEMEAD BLVD","PICO RIVERA","FA0008408","CHATEAU BRIAND","RESTAURANT (151 + ) SEATS HIGH RISK",-118.109664,33.961664
"14991","FA0021451",89.1666666666667,"8731 LANKERSHIM BLVD","SUN VALLEY","FA0021451","EL RINCON SALVADORENO #2","RESTAURANT (0-30) SEATS HIGH RISK",-118.387749,34.227909
"14992","FA0256869",91.2,"11038 S INGLEWOOD AVE","INGLEWOOD","FA0256869","ROSE DONUTS","RESTAURANT (0-30) SEATS MODERATE RISK",-118.361329,33.934729
"14993","FA0025926",94,"1332 SARTORI AVE","TORRANCE","FA0025926","LA CAPILLA","RESTAURANT (61-150) SEATS HIGH RISK",-118.314991,33.834428
"14994","FA0171579",88.3333333333333,"8870 TAMPA AVE","NORTHRIDGE","FA0171579","LILIAN'S BREAD AND SWEETS","RESTAURANT (0-30) SEATS HIGH RISK",-118.553567,34.23182
